Año Contab;Mes Contab;Dia Contab;F. Contab;Año Emisión;Mes Emisión;Dia Emisión;F. Emisión;Comp;Prov - Cód;Prov - Ord 1;Artículo - Cód Gen;Desc;Artículo - Clase - Cód;Artículo - Ord 1 - Cód;Artículo - Ord 1;Artículo - Ord 2 - Cód;Artículo - Ord 2;Cant UM 1;Precio unitario;Impte. Neto mon. Local
2020;11;25;25/11/2020;2020;11;25;25/11/2020;FC A 00002-00012517;1139;PROV  VARIOS;77035007;ZAPATOS SEGURIDAD;320;XA70;UNIFORMES;XA10;INSUMOS NO PRODUCTIVOS;1;1095,60;1095,60
2020;11;25;25/11/2020;2020;11;25;25/11/2020;FC A 01012-00214451;101;PLANCH  ELAST;          02 03 1010;PLANCHUELA F24 (SAE 1010)1 1/2 X 5/16 - 38.1X 7.9;100;BB40;PLANCH.HIERRO P/GRAMPAS;WA10;ACCESORIOS;2078;30,32;63012,84
2020;11;25;25/11/2020;2020;11;25;25/11/2020;NC A 00002-00000144;3341;PROV ACCESORIOS;9990221;TUERCA Ø.14 x 1,50H;200;BA30;TUERCAS;WA10;ACCESORIOS;-1000;-2,84;2837,12
2020;11;25;25/11/2020;2020;11;25;25/11/2020;NC A 00002-00000144;3341;PROV ACCESORIOS;9990224;TUERCA Ø. 10 x 1.50 H;200;BA30;TUERCAS;WA10;ACCESORIOS;-1000;-1,25;1253,79
2021;1;1;01/01/2021;2020;11;25;25/11/2020;FC A 00035-00000747;511;PROV  VARIOS;77200352;PRECINTO 2035 4.8X368 ALT7 X100 NG;430;XB80;MAT-ELECTR.;XB70;INSTALACIONES ELECTRICAS;1;276,81;276,81
2021;1;1;01/01/2021;2020;11;25;25/11/2020;FC A 00035-00000747;511;PROV  VARIOS;77200495;TERMINAL A COMP. ACC 10/3 5/16 x 100u;430;XB80;MAT-ELECTR.;XB70;INSTALACIONES ELECTRICAS;1;883,63;441,82
2021;1;1;01/01/2021;2020;11;25;25/11/2020;FC A 00035-00000747;511;PROV  VARIOS;77200382;TERMOCONT.PARED FINA S/ADH. 9.0/4.5MM 3/8;430;XB80;MAT-ELECTR.;XE60;AISLANTES ELECTRICOS;3;27,38;82,13
2021;1;1;01/01/2021;2020;11;25;25/11/2020;FC A 00035-00000747;511;PROV  VARIOS;77200521;JGO TORNILLO+TUERCA P/SMARTTRAY X100;430;XB80;MAT-ELECTR.;XB70;INSTALACIONES ELECTRICAS;1;266,82;133,41
2021;1;1;01/01/2021;2020;11;25;25/11/2020;FC A 00035-00000747;511;PROV  VARIOS;77200522;CAÑO PLAS.FLEX.IGNIF. 7/8¨ BCO.X100M IRAM2206;430;XB80;MAT-ELECTR.;XB70;INSTALACIONES ELECTRICAS;0;948,04;237,01
2021;2;1;01/02/2021;2020;11;25;25/11/2020;TF A 00004-00049066;1561;PROV  VARIOS;77050002;GAS OIL;300;XB00;COMBUSTIBLES/KEROSENE;XA10;INSUMOS NO PRODUCTIVOS;10;18,22;179,67
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FCI A 00001-00000079;3393;PLANCH  ELAST;            80 11 51;.  PLA 80 X 11          5160;100;AB10;ANCHO 80;BC10;ESPESOR 11;14535;0,34;4988,41
2020;12;1;01/12/2020;2020;11;26;26/11/2020;FCI A 00001-00000079;3393;PLANCH  ELAST;            80 11 51;.  PLA 80 X 11          5160;100;AB10;ANCHO 80;BC10;ESPESOR 11;-14535;-0,34;4988,41
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FC A 01012-00214522;101;PLANCH  ELAST;            90 11 51;AC PLA 90 X 11          5160;100;AB20;ANCHO 90;BC10;ESPESOR 11;19502;32,46;632993,18
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FC A 01012-00214547;101;PLANCH  ELAST;            90 11 51;AC PLA 90 X 11          5160;100;AB20;ANCHO 90;BC10;ESPESOR 11;11711;32,46;380114,00
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FC A 00002-00002091;1760;PROV  VARIOS;999040914005;CENTRO- Ø.12 x 140  - Cab Ø19 - R1.25mm;200;BA10;CENTROS;WA10;ACCESORIOS;1012;32,97;33369,28
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FC A 00002-00012542;1139;PROV  VARIOS;77080010;Electrodo Lincoln 6013 Ø3.25 mm x Kg;390;XB30;INSUM./ELEM. DE SOLDADURA;XB30;MAT.APORT.SOLD.;15;118,80;1782,00
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FC A 00002-00002091;1760;PROV  VARIOS;999040914504;CENTRO- Ø. 12 x 145 - Cab Ø19 Cali.;200;BA10;CENTROS;WA10;ACCESORIOS;328;36,59;12003,09
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FC A 00002-00012542;1139;PROV  VARIOS;77030027;Eslinga de poliester Amarilla 75x3000x3000 - 3Tn;320;XA60;PROTECTORES;XA10;INSUMOS NO PRODUCTIVOS;1;961,40;961,40
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FC A 01012-00214521;101;PLANCH  ELAST;            90 13 51;AC PLA 90 X 13          5160;100;AB20;ANCHO 90;BC40;ESPESOR 13;8449;32,46;274236,46
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FC A 00002-00002091;1760;PROV  VARIOS;9990612500;"REMACHE - Ø. 3/8"" x 25 - (43 Uni x Kg)";200;BA50;REMACHES;WA10;ACCESORIOS;3424;3,75;12856,98
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FC A 00002-00012542;1139;PROV  VARIOS;77100079;REGLA METALICA 30CM;410;XE50;INSTRUM.MEDICION;XD40;CINTA METRICA;2;139,04;278,08
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FC A 01012-00214548;101;PLANCH  ELAST;            90 10 51;AC PLA 90 X 10          5160;100;AB20;ANCHO 90;BB90;ESPESOR 10;2000;32,46;64915,65
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FC A 01012-00214548;101;PLANCH  ELAST;            90 10 51;AC PLA 90 X 10          5160;100;AB20;ANCHO 90;BB90;ESPESOR 10;2000;32,46;64915,73
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FC A 01012-00214548;101;PLANCH  ELAST;            90 10 51;AC PLA 90 X 10          5160;100;AB20;ANCHO 90;BB90;ESPESOR 10;11278;32,46;366059,81
2020;11;26;26/11/2020;2020;11;26;26/11/2020;FCI A 00001-00000079;3393;PLANCH  ELAST;            63 11 51;.  PLA 63 X 11          5160;100;AA60;ANCHO 63;BC10;ESPESOR 11;11947;0,34;4100,21
2020;12;1;01/12/2020;2020;11;26;26/11/2020;FCI A 00001-00000079;3393;PLANCH  ELAST;            63 11 51;.  PLA 63 X 11          5160;100;AA60;ANCHO 63;BC10;ESPESOR 11;-11947;-0,34;4100,21
2020;12;1;01/12/2020;2020;11;27;27/11/2020;FC A 00026-00013574;2942;PROV ACCESORIOS;77200158;KTL-T8120CW-TUBO LED 18W 120CM FRIO - KING;430;XB80;MAT-ELECTR.;XE70;ILUMINACION;5;42,57;212,85
2020;12;1;01/12/2020;2020;11;27;27/11/2020;FC A 00026-00013574;2942;PROV ACCESORIOS;77200339;SLDS2203-LED AMARILLO 220V AC SLDS2203;430;XB80;MAT-ELECTR.;XB70;INSTALACIONES ELECTRICAS;20;59,98;1199,53
2020;12;1;01/12/2020;2020;11;27;27/11/2020;FC A 00026-00013574;2942;PROV ACCESORIOS;77200401;A1-AD-22G24-PILOTO C/LED VERDE-24VCA/VCC-SASSIN;430;XB80;MAT-ELECTR.;XB70;INSTALACIONES ELECTRICAS;8;85,14;681,12
2020;11;27;27/11/2020;2020;11;27;27/11/2020;FC A 00004-00027837;1297;PROV ACCESORIOS;77040026;TENSOR DE FLEJES H-21;400;XA80;EMBALAJES;XA10;INSUMOS NO PRODUCTIVOS;1;2710,48;2710,48
2020;11;27;27/11/2020;2020;11;27;27/11/2020;FC A 00010-00001941;2195;PROV  VARIOS;77200277;Termocupla tipo K c/vaina de silimanite de 500;430;XB80;MAT-ELECTR.;XC80;TERMOCUPLAS;2;5638,16;11276,32
2020;11;27;27/11/2020;2020;11;27;27/11/2020;FC A 00010-00001941;2195;PROV  VARIOS;77200252;Transformador de encendido para gas marca Sicomat;430;XB80;MAT-ELECTR.;XD90;TRANSFORMADORES;4;2270,40;9081,60
2020;12;1;01/12/2020;2020;11;27;27/11/2020;FC A 00026-00013571;2942;PROV ACCESORIOS;77200190;A6-8100-SELECTOR AEA-2 POSICIONES;430;XB80;MAT-ELECTR.;XD80;CONTACTORES/INTERRUPTORES;2;156,31;312,62
2020;11;27;27/11/2020;2020;11;27;27/11/2020;FC A 01012-00214638;101;PLANCH  ELAST;          762 127 51;AC PLA 76.2 X 12.7      5160 H;100;AB00;ANCHO 76.2;BC30;ESPESOR 12.7;27857;32,50;905262,56
2020;11;27;27/11/2020;2020;11;27;27/11/2020;FC A 00004-00027837;1297;PROV ACCESORIOS;77040006;Caja p/ Sello 16 x 8 (Chapita);340;XA80;EMBALAJES;XA10;INSUMOS NO PRODUCTIVOS;3500;2,52;8831,10
2020;11;27;27/11/2020;2020;11;27;27/11/2020;FC A 00004-00027837;1297;PROV ACCESORIOS;77040006;Caja p/ Sello 16 x 8 (Chapita);340;XA80;EMBALAJES;XA10;INSUMOS NO PRODUCTIVOS;1000;2,52;2523,17
2020;12;1;01/12/2020;2020;11;27;27/11/2020;FC A 00026-00013574;2942;PROV ACCESORIOS;77200392;7014219-LEDVANCE SLIM PLAFON CUADRADO 24W/830 G2;430;XB80;MAT-ELECTR.;XE70;ILUMINACION;2;396,41;792,82
2020;12;1;01/12/2020;2020;11;27;27/11/2020;FC A 00026-00013574;2942;PROV ACCESORIOS;77200286;B0-AD-22R24-PILOTO C/LED ROJO-24VCA/VCC-SASSIN;430;XB80;MAT-ELECTR.;XE70;ILUMINACION;10;85,14;851,40
2020;12;1;01/12/2020;2020;11;27;27/11/2020;FC A 00026-00013574;2942;PROV ACCESORIOS;77200387;7012354-PROYECTOR LED-10W/850-LUZ FRIA-LEDVANCE;430;XB80;MAT-ELECTR.;XE70;ILUMINACION;5;261,13;1305,67
2020;12;1;01/12/2020;2020;11;27;27/11/2020;FC A 00026-00013573;2942;PROV ACCESORIOS;77200288;TCA 75-CONTRATUERCA 3/4 C/ARAND. ARD75-DAISA;430;XB80;MAT-ELECTR.;XB70;INSTALACIONES ELECTRICAS;10;16,34;163,44
2020;11;29;29/11/2020;2020;11;29;29/11/2020;FC A 01012-00214922;101;PLANCH  ELAST;          762 127 51;AC PLA 76.2 X 12.7      5160 H;100;AB00;ANCHO 76.2;BC30;ESPESOR 12.7;28162;32,57;917146,56
2020;11;30;30/11/2020;2020;11;30;30/11/2020;FC A 00002-00000951;3034;PROV  VARIOS;    01-20-VR1-127-17;Virola para Punzón en Caliente Ø12,7x17;410;XB51;HTAS AGUJEREAR;XB12;VIROLAS;10;506,00;5060,00
2020;11;30;30/11/2020;2020;11;30;30/11/2020;FC A 00002-00000951;3034;PROV  VARIOS;    01-20-VR1-137-30;Virola para Punzón en Caliente Ø13,7x30;410;XB51;HTAS AGUJEREAR;XB12;VIROLAS;5;506,00;2530,00
2020;11;30;30/11/2020;2020;11;30;30/11/2020;FC A 00001-00031085;1729;PROV ACCESORIOS;77070009;DILUYENTE CAUCHO;210;XC20;ACCESORIOS PINTURA;XA90;PINCEL;5;140,39;701,93
2020;11;30;30/11/2020;2020;11;30;30/11/2020;FC A 00002-00000951;3034;PROV  VARIOS;    01-20-VR1-137-17;Virola para Punzón en Caliente Ø13,7x17;410;XB51;HTAS AGUJEREAR;XB12;VIROLAS;11;506,00;5566,00
2020;11;30;30/11/2020;2020;11;30;30/11/2020;FC A 00002-00000951;3034;PROV  VARIOS;    01-20-VR1-137-22;Virola para Punzón en Caliente Ø13,7x22;410;XB51;HTAS AGUJEREAR;XB12;VIROLAS;6;506,00;3036,00
2020;11;30;30/11/2020;2020;11;30;30/11/2020;FC A 00002-00000951;3034;PROV  VARIOS;     01-20-VR1-15-17;Virola para Punzón en Caliente Ø15x17;410;XB51;HTAS AGUJEREAR;XB12;VIROLAS;6;506,00;3036,00
2020;12;1;01/12/2020;2020;12;1;01/12/2020;FCI A 00001-00007920;3393;PLANCH  ELAST;            63 11 51;.  PLA 63 X 11          5160;100;AA60;ANCHO 63;BC10;ESPESOR 11;11947;27,18;324736,66
2020;12;1;01/12/2020;2020;12;1;01/12/2020;FCI A 00001-00007920;3393;PLANCH  ELAST;            80 11 51;.  PLA 80 X 11          5160;100;AB10;ANCHO 80;BC10;ESPESOR 11;14535;27,18;395082,23
2020;12;1;01/12/2020;2020;12;1;01/12/2020;FC A 01012-00215147;101;PLANCH  ELAST;          762 127 51;AC PLA 76.2 X 12.7      5160 H;100;AB00;ANCHO 76.2;BC30;ESPESOR 12.7;27584;32,66;900898,95
2020;12;1;01/12/2020;2020;12;1;01/12/2020;FC A 01012-00215176;101;PLANCH  ELAST;          762 127 51;AC PLA 76.2 X 12.7      5160 H;100;AB00;ANCHO 76.2;BC30;ESPESOR 12.7;27915;32,66;911709,48
2020;12;1;01/12/2020;2020;12;1;01/12/2020;FC A 01012-00215123;101;PLANCH  ELAST;          762 127 51;AC PLA 76.2 X 12.7      5160 H;100;AB00;ANCHO 76.2;BC30;ESPESOR 12.7;28042;32,66;915857,32
2020;12;1;01/12/2020;2020;12;1;01/12/2020;FC A 00004-00068658;2959;PROV  VARIOS;999051107701;TUBO SEP - PP NEGRO Ø.EXT.16 x 2 x 077;200;BA40;TUBOS SEPARADORES;WA10;ACCESORIOS;5780;4,19;24198,55
2020;12;1;01/12/2020;2020;12;1;01/12/2020;TF A 00004-00049226;1561;PROV  VARIOS;77050002;GAS OIL;300;XB00;COMBUSTIBLES/KEROSENE;XA10;INSUMOS NO PRODUCTIVOS;143;18,21;2609,81
2020;12;1;01/12/2020;2020;12;1;01/12/2020;FC A 00010-00029459;1747;PROV  VARIOS;9990224;TUERCA Ø. 10 x 1.50 H;200;BA30;TUERCAS;WA10;ACCESORIOS;300;1,87;559,64
2020;12;2;02/12/2020;2020;12;2;02/12/2020;FC A 00002-00002100;1760;PROV  VARIOS;999040916504;CENTRO- Ø.12 x 165  - Cab Ø19;200;BA10;CENTROS;WA10;ACCESORIOS;812;38,67;31397,77
2020;12;2;02/12/2020;2020;12;2;02/12/2020;FC A 00003-00000612;3112;PROV  VARIOS;77025017;GUANTE MANOPLA DESCARNE PUÑO LARGO;320;XA50;GUANTES/MANOPLAS;XA10;INSUMOS NO PRODUCTIVOS;60;105,09;6305,46
2020;12;2;02/12/2020;2020;12;2;02/12/2020;FC A 00002-00002100;1760;PROV  VARIOS;999040912005;CENTRO- Ø. 12 x 120 - Cab Ø19;200;BA10;CENTROS;WA10;ACCESORIOS;431;38,25;16487,30
2020;12;2;02/12/2020;2020;12;2;02/12/2020;FC A 00035-00000838;511;PROV  VARIOS;77200158;LAMPARA LED PLC 22W 4 PIN 65K 42CM;430;XB80;MAT-ELECTR.;XE70;ILUMINACION;16;325,79;5212,67
2020;12;2;02/12/2020;2020;12;2;02/12/2020;FC A 00035-00000837;511;PROV  VARIOS;77200158;LAMPARA LED PLC 22W 4 PIN 65K 42CM;430;XB80;MAT-ELECTR.;XE70;ILUMINACION;24;325,79;7819,00
2020;12;2;02/12/2020;2020;12;2;02/12/2020;LSP A 00400-00426584;425;PROV  VARIOS;77060001;GAS FABRICA IVA 27%;330;XB20;GAS;XA00;INSUMOS PRODUCTIVOS;46333;1,25;57968,33
2020;12;2;02/12/2020;2020;12;2;02/12/2020;LSP A 00002-00042232;654;PROV  VARIOS;77065001;GAS FABRICA TRASLADADO IVA 27%;330;XB20;GAS;XA00;INSUMOS PRODUCTIVOS;48006;2,42;116350,18
2020;12;2;02/12/2020;2020;12;2;02/12/2020;FC A 00002-00002100;1760;PROV  VARIOS;999040915514;CENTRO- Ø. 12 x 155 - CAB.Ø19 (6.8);200;BA10;CENTROS;WA10;ACCESORIOS;607;42,38;25722,47
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 00002-00005216;747;PROV ACCESORIOS;77070035;Diluyente gel;380;XC00;LIMPIEZA;XA10;INSUMOS NO PRODUCTIVOS;6;660,00;3960,00
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 00002-00005216;747;PROV ACCESORIOS;77070003;Papel Higenico;380;XC00;LIMPIEZA;XA10;INSUMOS NO PRODUCTIVOS;8;343,20;2745,60
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 00003-00000049;3286;PROV  VARIOS;77070010;BOLSA POLIPROPILENO 12 x 25 (100u);400;XD00;UTIL Y LIBRER;XB00;UTIL Y LIBRER;12;49,09;589,09
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 00003-00000049;3286;PROV  VARIOS;77070019;BOLSA POLIPROPILENO 25 x 35 (100u);400;XD00;UTIL Y LIBRER;XB00;UTIL Y LIBRER;3;105,45;316,36
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 00006-00090905;2404;PROV  VARIOS;77140002;"TUBO HEX. 9/16 LARGO 82 MM - ENCASTRE 1/2""";410;XC40;HTA.AJUSTE;XC50;HTAS APRIETE;4;266,98;1067,93
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 00002-00005216;747;PROV ACCESORIOS;77070005;Papel Industrial;380;XC00;LIMPIEZA;XA10;INSUMOS NO PRODUCTIVOS;5;594,00;2970,00
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 00003-00000050;3286;PROV  VARIOS;77040011;BOLSA SUPERCOMPACT. 90X1.20   X 10 UNID;340;XA80;EMBALAJES;XA10;INSUMOS NO PRODUCTIVOS;5;26,00;130,00
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 00003-00000049;3286;PROV  VARIOS;77070013;HILO CHORICERO BOB. X 100GRS.;400;XA80;EMBALAJES;XA00;INSUMOS PRODUCTIVOS;1;248,19;248,19
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 00002-00005216;747;PROV ACCESORIOS;77070021;Desengrasante piso;380;XC00;LIMPIEZA;XA10;INSUMOS NO PRODUCTIVOS;2;792,00;1584,00
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 00002-00005216;747;PROV ACCESORIOS;77070011;Detergente;380;XC00;LIMPIEZA;XA00;INSUMOS PRODUCTIVOS;3;308,00;924,00
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 00002-00005216;747;PROV ACCESORIOS;77070012;Toalla Rollo;380;XC00;LIMPIEZA;XA00;INSUMOS PRODUCTIVOS;2;594,00;1188,00
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 00002-00005216;747;PROV ACCESORIOS;77070008;Limpiador Clorado;380;XC00;LIMPIEZA;XA10;INSUMOS NO PRODUCTIVOS;2;118,80;237,60
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 00002-00005216;747;PROV ACCESORIOS;77070006;Desodorante;380;XC00;LIMPIEZA;XA10;INSUMOS NO PRODUCTIVOS;3;286,00;858,00
2020;12;3;03/12/2020;2020;12;3;03/12/2020;FC A 01012-00215297;101;PLANCH  ELAST;          762 127 51;AC PLA 76.2 X 12.7      5160 H;100;AB00;ANCHO 76.2;BC30;ESPESOR 12.7;27908;32,73;913435,56
2020;12;4;04/12/2020;2020;12;4;04/12/2020;FC A 00002-00012615;1139;PROV  VARIOS;77035002;CAMISA DE TRABAJO;320;XA70;UNIFORMES;XA10;INSUMOS NO PRODUCTIVOS;2;602,80;1205,60
2020;12;4;04/12/2020;2020;12;4;04/12/2020;FC A 00002-00012615;1139;PROV  VARIOS;77035002;CAMISA DE TRABAJO;320;XA70;UNIFORMES;XA10;INSUMOS NO PRODUCTIVOS;2;686,40;1372,80
2020;12;4;04/12/2020;2020;12;4;04/12/2020;LSP A 00020-02812062;506;PROV  VARIOS;77055001;ENERGIA FABRICA IVA 27%;370;XB10;ENERGIA;XA00;INSUMOS PRODUCTIVOS;45785;2,85;130272,40
2020;12;5;05/12/2020;2020;12;5;05/12/2020;FC A 00002-00001552;3001;PROV ACCESORIOS;77040017;"LISTON 3/4""X2""X0.80";340;XA80;EMBALAJES;XA10;INSUMOS NO PRODUCTIVOS;400;7,26;2904,00
2020;12;5;05/12/2020;2020;12;5;05/12/2020;FC A 00002-00001552;3001;PROV ACCESORIOS;77040017;"LISTON 3/4""X2""X0.80";340;XA80;EMBALAJES;XA10;INSUMOS NO PRODUCTIVOS;264;7,26;1916,64
2020;12;5;05/12/2020;2020;12;5;05/12/2020;FC A 00002-00001552;3001;PROV ACCESORIOS;77040017;"LISTON 3/4""X2""X0.80";340;XA80;EMBALAJES;XA10;INSUMOS NO PRODUCTIVOS;216;7,26;1568,16
2020;12;5;05/12/2020;2020;12;5;05/12/2020;FC A 00102-00215563;101;PLANCH  ELAST;          762 127 51;AC PLA 76.2 X 12.7      5160 H;100;AB00;ANCHO 76.2;BC30;ESPESOR 12.7;27896;32,79;914779,55
2020;12;5;05/12/2020;2020;12;5;05/12/2020;FC A 00002-00001552;3001;PROV ACCESORIOS;77040002;"PALOS 3"" x 2"" x 0.80 Cm c/ranura";340;XA80;EMBALAJES;XA10;INSUMOS NO PRODUCTIVOS;358;31,90;11420,20
2020;12;5;05/12/2020;2020;12;5;05/12/2020;FC A 00002-00001552;3001;PROV ACCESORIOS;77040002;"PALOS 3"" x 2"" x 0.80 Cm c/ranura";340;XA80;EMBALAJES;XA10;INSUMOS NO PRODUCTIVOS;600;31,90;19140,00
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC C 00002-00001270;2916;PROV  VARIOS;77120015;CORREA B-120;420;XB70;CORREAS;XA40;CORREAS;4;770,00;3080,00
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 00002-00012634;1139;PROV  VARIOS;77090001;Disco corte 406 X 3.2X25.4;400;XB40;DISCOS/PIEDRAS ABRASIVOS;XA10;INSUMOS NO PRODUCTIVOS;3;437,80;1313,40
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 01012-00215724;101;PLANCH  ELAST;          762 127 51;AC PLA 76.2 X 12.7      5160 H;100;AB00;ANCHO 76.2;BC30;ESPESOR 12.7;2178;32,79;71422,06
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 00002-00012631;1139;PROV  VARIOS;77040031;Candado 25mm;400;XE40;ELEM-FERRETERIA;XD20;ELEM-FERRETERIA;4;79,20;316,80
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 00002-00012634;1139;PROV  VARIOS;77080027;Cepillo mango Rojo (Acero Bronceado);390;XB30;INSUM./ELEM. DE SOLDADURA;XD20;ELEM-FERRETERIA;6;110,00;660,00
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 00002-00012631;1139;PROV  VARIOS;77035007;Zapato seguridad;320;XA70;UNIFORMES;XA10;INSUMOS NO PRODUCTIVOS;2;1095,60;2191,20
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 00002-00012634;1139;PROV  VARIOS;77035007;Zapato seguridad;320;XA70;UNIFORMES;XA10;INSUMOS NO PRODUCTIVOS;2;1095,60;2191,20
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 00014-00023322;3352;PROV ACCESORIOS;9991101;PINTURA ANTIOXIDO NEG. S/RAPIDO;210;BB50;PINTURA Y SOLVENTE;WA10;ACCESORIOS;200;160,60;32120,03
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 00014-00023322;3352;PROV ACCESORIOS;9991202;THINNER;210;BB50;PINTURA Y SOLVENTE;WA10;ACCESORIOS;400;63,95;25578,10
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 00014-00023322;3352;PROV ACCESORIOS;9991210;PINTURA ANTIOXIDO NEGRO RAL9004 S/RAPIDO;210;BB50;PINTURA Y SOLVENTE;WA10;ACCESORIOS;120;173,74;20849,11
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 01012-00215715;101;PLANCH  ELAST;             50 7 51;AC PLA 50 X 7           5160;100;AA20;ANCHO 50;BB40;ESPESOR 7;1958;32,79;64207,72
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 01012-00215722;101;PLANCH  ELAST;            90 13 51;AC PLA 90 X 13          5160;100;AB20;ANCHO 90;BC40;ESPESOR 13;2043;32,79;66995,07
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 01012-00215723;101;PLANCH  ELAST;            90 13 51;AC PLA 90 X 13          5160;100;AB20;ANCHO 90;BC40;ESPESOR 13;12552;32,79;411611,45
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC C 00002-00001270;2916;PROV  VARIOS;77120019;CORREA B-125;420;XB70;CORREAS;XA40;CORREAS;6;800,80;4804,80
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 00002-00028266;2878;PROV  VARIOS;77110073;"Valvula Esférica 2"" GENEBRE";420;XE00;VALVULAS;XC33;VALVULAS;4;1891,12;7564,48
2020;12;9;09/12/2020;2020;12;9;09/12/2020;FC A 00003-00000750;1472;PLANCH  ELAST;           100 20 51;AC  PLA 100 X 20         5160;100;AB30;ANCHO 100;BD30;ESPESOR 20;24744;28,16;696791,04
2020;12;10;10/12/2020;2020;12;10;10/12/2020;FC A 00004-00021178;1172;PROV ACCESORIOS;77210011;Rodamiento 6204 Z SKF -blindado-;440;XB90;RODAMIENTOS;XA70;RODAMIENTOS;2;103,40;206,80
2020;12;10;10/12/2020;2020;12;10;10/12/2020;FC A 00004-00021174;1172;PROV ACCESORIOS;77210011;Rodamiento 6204 2RS SKF;440;XB90;RODAMIENTOS;XA70;RODAMIENTOS;6;103,40;620,40
2020;12;10;10/12/2020;2020;12;10;10/12/2020;FC A 00004-00021174;1172;PROV ACCESORIOS;77210011;Rodamiento 6204 2RSL SKF;440;XB90;RODAMIENTOS;XA70;RODAMIENTOS;4;103,40;413,60
2020;12;10;10/12/2020;2020;12;10;10/12/2020;FC A 00004-00021174;1172;PROV ACCESORIOS;77210011;Rodamiento 6204DU SKF;440;XB90;RODAMIENTOS;XA70;RODAMIENTOS;2;103,40;206,80
2020;12;10;10/12/2020;2020;12;10;10/12/2020;FC A 00004-00021175;1172;PROV ACCESORIOS;77210011;Rodamiento 6204 ZZ SKF -blindado-;440;XB90;RODAMIENTOS;XA70;RODAMIENTOS;2;103,40;206,80
2020;12;10;10/12/2020;2020;12;10;10/12/2020;FC A 00004-00021178;1172;PROV ACCESORIOS;77160109;Reten 37*25*7 3 SAV/DBH;440;XD30;SELLOS / RETENES;XC20;SELLOS / RETENES;2;48,40;96,80
2020;12;10;10/12/2020;2020;12;10;10/12/2020;FC A 00014-00023337;3352;PROV ACCESORIOS;9991202;THINNER;210;BB50;PINTURA Y SOLVENTE;WA10;ACCESORIOS;200;63,95;12789,05
2020;12;10;10/12/2020;2020;12;10;10/12/2020;FC A 00001-00031159;1729;PROV ACCESORIOS;9991202;THINNER;210;BB50;PINTURA Y SOLVENTE;WA10;ACCESORIOS;30;56,08;1682,53
2020;12;10;10/12/2020;2020;12;10;10/12/2020;FC A 00004-00021178;1172;PROV ACCESORIOS;77160111;Reten 34*20*7 3 SAV/DBH;440;XD30;SELLOS / RETENES;XC20;SELLOS / RETENES;2;63,80;127,60
2020;12;10;10/12/2020;2020;12;10;10/12/2020;FC A 00004-00021178;1172;PROV ACCESORIOS;77160108;Reten 5175 SAV/DBH;440;XD30;SELLOS / RETENES;XC20;SELLOS / RETENES;2;457,60;915,20
2020;12;10;10/12/2020;2020;12;10;10/12/2020;FC A 00004-00021178;1172;PROV ACCESORIOS;77160107;Reten 5427 SAV/DBH;440;XD30;SELLOS / RETENES;XC20;SELLOS / RETENES;2;57,20;114,40
